data_no,event_date,year,event_type,sub_event_type,actor1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
45639,18-Aug-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 18 August 2019, in Colonia Juan Manuel Vallarta, Guadalajara, a man was found dead. The body presented signs of torture.",1,1612548772
45680,17-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Verdad,"On 17 August 2019, in Colonia del Fresno, Guadalajara, Jalisco, a man was found dead. The body had the hands and legs tied and presented sings of violence. There is no information about the cause of death.",1,1612548772
45689,16-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco; La Silla Rota,"On 16 August 2019, in Guadalajara Jalisco, around 300 women protested in front of the Government Palace rejecting violence against women. [size=around 300]",0,1612548772
45822,12-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Mural,"On 12 August 2019, in Zapopan, Jalisco, 10 persons were found tied, beaten and sequestrated in ciudad Granja. Five of them were dead, one of them died while receiving treatment and the four remaining one are severely wounded. 6 fatalities, 4 injuries.",6,1612548773
45849,12-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 12 August 2019, in Guadalajara, Jalisco, about 700 students, academics and members of collective from the CUCienega protested against the disappearance of a fellow student since 31 July. [size=about 700]",0,1612548773
45903,9-Aug-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Antena San Luis,"On 9 August 2019, in Guadalajara, Jalisco, members of the Christian church The Light of the World were attacked. The victims survived the attack. There is no information about the perpetrators.",0,1612548773
46138,4-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 04 August 2019, in Guadalajara, Jalisco, 500 persons marched against transportation price increase. [size=500]",0,1612548801
46157,4-Aug-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl; Milenio,"On 04 August 2019, in Guadalajara, Jalisco, a woman was found dead and wrapped in a blanket in colonia Echeverria. Her body bore signs of torture and strangulation. 1 fatality.",1,1612548801
46162,3-Aug-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 03 August 2019, in Guadalajara, Jalisco, a security guard in a shopping centre in Atemajac del Valle was wounded as armed men attacked workers. No fatality, 1 injury.",0,1612548801
46175,3-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada,"On 3 August 2019, in Guadalajara, Jalisco, a group of people protested against the raise on the public transport rates. [size=no report]",0,1612548801
46179,3-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Gdl,"On 03 August 2019, in Tonala, Jalisco, the body of a man was found, hands and feet tied and covered with a blanket, in Presa El Ocotillo. 1 fatality.",1,1612548801
46181,3-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 03 August 2019, in Guadalajara, Jalisco, men in a vehicle shot and wounded a man in Jardines de los Poetas in a drive-by shooting attack. No fatality, 1 injury.",0,1612548801
46215,2-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Mural; Metro Gdl,"On 02 August 2019, in Tlaquepaque, a couple was shot while travelling in a van by armed men who drove away on a motorbike in colonia Cerro del Cuatro. The woman died and the man was wounded. 1 fatality, 1 injury.",1,1612548801
46217,2-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,24 Horas (Mexico); Quadratin Oaxaca; Pagina 24 Jalisco,"On 2 August 2019, in Tonala, Jalisco, armed men on board a vehicle attacked a judge. The man survived the attack.",0,1612548801
46220,2-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Gdl,"On 2 August 2019, in Fraccionamiento Infonavit La Soledad, Tonala, Jalisco, a woman was found dead in front of her house after being reported as disappeared. The body had the hands tied. There is no information about the cause of death.",1,1612548801
46256,1-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"On 1 August 2019, in Andador Pedro Castellano, San Pedro de Tlaquepaque, Jalisco, a man was found dead. The body was mutilated inside a trash bin.",1,1612548801
46263,31-Jul-19,2019,Riots,Mob violence,Rioters (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,El Universal (Mexico),"Around 31 July 2019, in Tonala, Jalisco, a man was beaten by several persons after violently stealing a van with a 5-year-old child inside. [size=no report]",0,1612548801
46290,31-Jul-19,2019,Battles,Armed clash,CJNG: Jalisco New Generation Cartel,Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio; La Verdad; 24 Horas (Mexico),"On 31 July 2019, in Zapopan, Jalisco, members of the CJNG and the bodyguards of the Nayarit Governor clashed inside in the shopping centre plaza Galerias. Two men died, one of them was a recognized leader of the CJNG, and another seven people were injured. 2 fatalities, 7 injuries.",2,1612548801
46345,29-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 29 July 2019, in San Pedro Tlaquepaque, Guadalajara, two persons were shot in colonia Nueva Santa Maria by armed men who shot from a vehicle. 2 fatalities.",2,1612548801
46348,29-Jul-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 29 July 2019, in Guadalajara, Jalisco, the body of a man was found in the industrial zone inside black bags. 1 fatality",1,1612548801
46377,28-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 28 July 2019, in Guadalajara, Jalisco, 150 persons protested against the rise of public transportation prices. [size=150]",0,1612548801
46382,27-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Universal (Mexico),"On 27 July 2019, in Guadalajara, Jalisco, 200 persons protested against the rise of public transportation prices. [size=200]",0,1612548801
46420,26-Jul-19,2019,Protests,Protest with intervention,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Universal (Mexico); La Jornada,"On 26 July 2019, in Guadalajara, Jalisco, 200-500 persons protested against the rise of public transportation prices. Five students were arrested as they hold a toll fence open. They were freed the day after, and one of them complained about having been tortured. [size=200-500]",0,1612548801
46468,24-Jul-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 24 July 2019, in Tlaquepaque, Jalisco, the bodies of a couple were found in colonia Guadalupe Ejidal. The bodies bore signs of torture. 2 fatalities.",2,1612548801
46472,24-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Mx,"On 24 July 2019, in Tonala, Jalisco, a man was found unconscious and beaten with his hands tied. He woke up a week later. No fatality, 1 injury.",0,1612548801
46528,23-Jul-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 23 July 2019, in Guadalajara, Jalisco, in colonia Oblatos, a man was found dead, wrapped in a blanket.",1,1612548802
46532,23-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Gdl,"On 23 July 2019, in Tonala, Jalisco, the decomposing body of a man, tied and hanging from an electric cable was found in a house in colonia Mision Acueducto. 1 fatality.",1,1612548802
46660,18-Jul-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 18 July 2019, in Colonia Artesanos, Guadalajara, Jalisco, a person was found dead. The body was covered with a blanket.",1,1612548802
46727,17-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Sin Embargo,"On 17 July 2019, in Jalisco, farmers blocked several roads in the state to protest against the agriculture policy and demand greater financial support in the agricultural sector. [size=no report]",0,1612548802
46752,17-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Gdl,"On 17 July 2019, in Tonala, Jalisco, a group of 7 police officers protested in front of the town hall to demand a salary raise. [size=7]",0,1612548802
46772,16-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 16 July 2019, in Guadalajara, Jalisco, protesters gathered in the city centre to demand salary adjustment of pensions, the purchase of medications, mortgage facilities and the construction of new medical units. [size=no report]",0,1612548802
46801,15-Jul-19,2019,Battles,Armed clash,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Milenio,"On 15 July 2019, in Tonala, Jalisco, five bags containing human remains of five persons were found in a farm in colonia Santa Cruz de las Huertas. Some reports indicate that this finding is connected to a rivalry between organised crime group. 5 fatalities.",5,1612548802
46877,13-Jul-19,2019,Strategic developments,Other,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Milenio; AFP,"On 13 July 2019, in Tonala, Jalisco, 12 decomposing bodies and body parts were found buried in the garden of a house. 12 fatalities.",0,1612548802
46907,12-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Milenio; SDP Noticias; La Verdad,"On 12 July 2019, in Colonia Santa Cruz de las Huertas, Tonala, Jalisco, inside a security house twelve people were found dead, as well as, eleven plastic bags that contained human body parts.",12,1612548802
46949,11-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,La Verdad; Mural; Milenio,"On 11 July 2019, in Colonia Lomas del Pedregal, Zapopan, Jalisco, a man was found dead. The body had the hands and legs tied and presented signs of violence.",1,1612548802
47006,9-Jul-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,El Universal (Mexico),"On 09 July 2019, in Tlaquepaque, Jalisco, three alleged delinquents were killed in an armed clash with State police forces in colonia Artesanos. 3 fatalities.",3,1612548803
47013,9-Jul-19,2019,Protests,Protest with intervention,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco; Milenio,"On 09 July 2019, in Guadalajara, Jalisco, 300 persons protested and tried to enter by force into the Supreme Court of Justice of Jalisco as part of contestations against the magistrates' salaries. They were accusing magistrates of being corrupted. The protest was dispersed by the anti riot element of the State police. [size=no report]",0,1612548803
47016,9-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Mural; Milenio,"On 09 July 2019, in Zapopan, a man was shot in the head and killed in colonia Los Pinos by armed men who fired from a van and later escaped. 1 fatality.",1,1612548803
47042,8-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Mx,"On 08 July 2019, in Zapopan, a man and a woman were killed in colonia Vista del Centinela. The body of the man was burnt, and the body of the woman had its hands tied. 2 fatalities.",2,1612548803
47073,7-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 07 July 2019, in Guadalajara, Jalisco, a driver who was being followed by armed attackers was shot and killed in a drive-by shooting type of attack in Colonia Rinconada del Sol. 1 fatality.",1,1612548803
47098,7-Jul-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Gdl,"On 07 July 2019, in Tonala, Jalisco, an off-duty member of the Secretary of Public Security was shot and killed in colonia El Rosario. 1 fatality.",1,1612548803
47111,6-Jul-19,2019,Strategic developments,Arrests,Police Forces of Mexico (2018-) National Guard,Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,La Jornada; El Universal (Mexico),"On 06 July 2019, near Tonala, members of the National Guard stopped a train on the Arriaga-Tonala line and found 30 undocumented migrants, mostly of Central American origin, that they detained and handed over to the National Institute of Migration.",0,1612548803
47125,6-Jul-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 06 July 2019, in Zapopan, Jalisco, a decomposing body covered by a bag was found in a car in colonia Bosques del Centinela II. 1 fatality.",1,1612548803
47138,5-Jul-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio; Metro Gdl,"On 5 July 2019, in Colonia Lomas de Polanco, Guadalajara, Jalisco, a man was found dead. The body was covered with a plastic bag.",1,1612548803
47144,5-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Riodoce; Aristegui Noticias; La Verdad,"On 5 July 2019, in Colonia La Estancia, Zapopan, Jalisco, one man, and three human heads were found in a security house.",4,1612548803
47166,5-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"On 5 July 2019, in Tlaquepaque, Jalisco, two plastic bags that contained human body parts were found.",1,1612548803
47200,4-Jul-19,2019,Battles,Armed clash,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,La Verdad; Publimetro Mexico; Noroeste,"On 4 July 2019, in Solares, Zapopan, Jalisco, gang militia attacked a leader of the Beltran Leyva Cartel. The man died in the attack and three women who were with him were injured.",1,1612548803
47241,3-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Mural,"On 3 July 2019, in Zapopan, Jalisco, residents from La Magdalena protested demanding improvement on public services. [size=no report]",0,1612548803
47246,3-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Mx,"On 03 July 2019, in Zapopan, Jalisco, human remains and barrels of acid were found, thus indicating that the assailant tried to dissolve the bodies. One body and three heads were found. 3 fatalities.",3,1612548803
47258,3-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 03 July 2019, in Guadalajara, a man was shot and killed in colonia Analco by armed men who drove-off. 1 fatality.",1,1612548803
47271,2-Jul-19,2019,Strategic developments,Change to group/activity,Police Forces of Mexico (2018-) National Guard,Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada,"On 02 July 2019, in Jalisco state, members of the National Guard were deployed including 455 in Guadalajara and 410 in Puerto Vallarta.",0,1612548803
47317,1-Jul-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Mural,"On 01 July 2019, in Zapopan, the body of a man wrapped in a blanket was found in colonia La Higuera. 1 fatality.",1,1612548803
47351,30-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 30 June 2019, in Guadalajara, about 100 members of the Citizens' National Congress protested against policies of the federal government. [size=100]",0,1612548803
47381,29-Jun-19,2019,Violence against civilians,Abduction/forced disappearance,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 29 June 2019, in Zapopan, Jalisco, 7 persons were found alive, hands tied in colonia Mariano Otero. Neither fatality nor injury reported.",0,1612548803
47419,28-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Mural; Metro Gdl,"On 28 June 2019, in Colonia los Amiales, Tlaquepaque, Jalisco, a hooded unidentified armed group attacked two men. One man died and the other one was injured in the attack.",1,1612548803
47434,28-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 28 June 2019, in Colonia 5 de Mayo, Guadalajara, an unidentified armed group in a car and on a motorcycle attacked a man who was with a girl. The man died in the attack and the girl was injured in the attack.",1,1612548803
47443,27-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 27 June 2019, in Guadalajara, Jalisco, relatives of a victim from a car accident protested claiming justice for the case. [size=no report]",0,1612548804
47457,27-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural; Metro Gdl,"On 27 June 2019, in Colonia Blanco, Guadalajara, an unidentified armed group in a truck and a motorcycle attacked and shot a man. The man died on site.",1,1612548804
47465,27-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,La Verdad; Mural,"On 27 June 2019, in Colonia Mariano Otero, Zapopan, Jalisco, seven people were left on a road. The victims had the hands tied and their bodied presented signs of violence. All the victims received medical attention.",0,1612548804
47466,27-Jun-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,La Verdad; Milenio,"On 27 June 2019, in Villas Panamericanas, Zapopan, Jalisco, a man was found dead. The body was covered with a blanket. According to police, the victim was identified as a police officer who was kidnapped last week.",1,1612548804
47509,26-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 26 June 2019, in Zapopan, seven persons were left tied and beaten in colonia Mariano Otero. Some people suffered amputations. No fatality, 7 injuries.",0,1612548804
47552,25-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,La Jornada,"On 25 June 2019, in Tonala, the tied body of a man was found in colonia Jalisco. 1 fatality.",1,1612548804
47557,25-Jun-19,2019,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 25 June 2019, in Zapopan, an off-duty member of the police forces was kidnapped by an armed group in colonia Arenales Tapatios on his day off.",0,1612548804
47616,23-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Mural,"On 23 June 2019, in Tonala, the body of a man who was tortured was found in Paseos del Valle. 1 fatality.",1,1612548804
47658,22-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 22 June 2019, in Colonia la Martinica, Zapopan, an unidentified armed group attacked a man and was left to be found dead at an abandoned farm known to be used by drug addicts. The perpetrators escaped in a white vehicle.",1,1612548804
47674,21-Jun-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Reforma; Milenio; La Verdad,"On 21 June 2019, in Colonia Jalisco, Guadalajara, Jalisco, an unidentified armed group clash with police officers. Neither fatality nor injuries reported. Two members of the armed group were arrested.",0,1612548804
47682,21-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Quadratin Oaxaca; Pagina 24 Jalisco; Milenio,"On 21 June 2019, in Colonia El Tajo, Tlaquepaque, Jalisco, around 10 plastic bags that contained human body parts were found. The authorities confirmed at 14 human bodies inside the bags.",14,1612548804
47683,21-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,El Proceso; El Universal (Mexico); Colima Noticias,"On 21 June 2019, in Zapopan, Jalisco, an unidentified armed group attacked a worker of the Attorney's office. The officer survived the attack, but her husband was injured in the attack.",0,1612548804
47703,21-Jun-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Milenio,"On 21 June 2019, near Tonala, Jalisco, an unidentified armed group clashed with state police officers. Two armed men were arrested.",0,1612548804
47837,18-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 18 June 2019, in Guadalajara, various organisations gathered to demand the National Water Commission (Conagua) to stop discharging pollutants in the Lerma-Chapala-Santiago Basin and to repair environmental damages. [size=no report]",0,1612548804
47840,18-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Milenio,"On 18 June 2019, in Tonala, the body of a man, hands and feet tied was found in a house in colonia Urbi Villa del Radio. 1 fatality.",1,1612548804
47855,18-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 18 June 2019, in Guadalajara, about 20 persons gathered in front of the Palace of Culture of Congresses to protest against a conference 'deconstructing radical feminism, the ideology of gender and abortion.' [size=20]",0,1612548804
47863,18-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"On 18 June 2019, in Tlaquepaque, a man in a car was shot and killed by an individual on a motorbike in colonia San Pedrito. 1 fatality.",1,1612548804
47875,17-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Mural,"On 17 June 2019, in Tonala, a body wrapped in black bag was found in El Zapote. In fraccionamiento Urbiquinta, a man was found dead and hands tied inside a house. 2 fatalities.",2,1612548805
47916,16-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada; AFP,"On 16 June 2019, in Colonia Providencia, Guadalajara, Jalisco, an unidentified armed group attacked two American men. One man died in the attack and the other one was kidnapped. On Saturday the authorities informed that the man who was kidnapped was found.",1,1612548805
47945,15-Jun-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Tabasco Hoy,"On 15 June, 2019, in Guadalajara, Jalisco, unidentified armed men clashed with a police patrol. One policeman was killed as well as a woman that was in the police vehicle. Another policeman was injured.",2,1612548805
47947,15-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 15 June 2019, in Guadalajara, members of the LGBT community marched in the street to celebrate the Pride month. [size=no report]",0,1612548805
48019,13-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Publimetro Mexico,"On June 13, 2019, in Zapopan, Jalisco, two unidentified men stabbed to death a man. Some witnesses said it was a direct attack.",1,1612548805
48037,12-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"On 12 June 2019, in Tlaquepaque, armed individuals in a vehicle shot at two men between Jardineros and the Southern ring in Artesanos. One died and the other was wounded in the attack. 1 fatality, 1 casualty.",1,1612548805
48047,12-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 12 June 2019, in Guadalajara, dozens of Pedagogical and technical Consultants protested in front of the Congress of Jalisco to demand clarification on their working status and stability under the new Law on Education. [size=dozens]",0,1612548805
48098,11-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 11 June 2019, in Guadalajara, three persons were shot by several unidentified men in colonia Las Conchas. One person died and two were wounded. 1 fatality, 2 casualties.",1,1612548805
48140,10-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Economista,"On 10 June 2019, in Guadalajara, residents of El Zapote protested in front of the International Airport to demand the payment for the use of their lands from where they were evicted 40 years ago. [size=no report]",0,1612548805
48153,10-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 10 June 2019, in Tlaquepaque, the general coordinator of administration and innovation of the San Pedro Tlaquepaque government was shot and killed. 1 fatality.",1,1612548805
48157,10-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 10 June 2019, in Guadalajara, the dismembered body of a person was found in Villas de Oriente I. 1 fatality.",1,1612548805
48164,10-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Milenio,"On 10 June 2019, in Tonala, mobile shop holders set a picket where they initiated a hunger strike to protest against regulations limiting their activities. [size=no report]",0,1612548805
48218,7-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 7 June 2019, in Guadalajara, Jalisco, former owners of the land El Zapote protested in the Guadalajara's airport claiming for the payment of their land. [size=no report]",0,1612548805
48230,7-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 7 June 2019, in Colonia Puerta de Hierro, Zapopan, Jalisco, two unidentified armed men in a van, dismounted and shot a man who was inside a vehicle and accompanied by two other people. The man died in the attack and one of the passengers was injured.",1,1612548805
